county,subdivision,home_count,avg_year_built,min_year_built,max_year_built,avg_sqft,avg_floors,avg_value,avg_acres,cities,sample_addresses
Utah,6386,475,2010.0,2000,2020,17920.6,1.1,6223182.3,4.7,"American Fork, Eagle Mountain, Highland, Lehi, Lindon, Mapleton, Orem, Payson, Pleasant Grove, Provo, Santaquin, Saratoga Springs, Spanish Fork, Springville",2400 N 1200 W; 2400 N 1200 W; 2400 N 1200 W
Salt Lake,Kennecott Daybreak Pl 7,403,2009.1,2007,2018,1959.0,1.8,594192.3,0.1,South Jordan,4349 W SOUTH JORDAN PKWY; 4339 W SOUTH JORDAN PKWY; 4329 W SOUTH JORDAN PKWY
Utah,3344,390,2008.4,2000,2020,2543.2,1.5,606599.7,0.1,"Alpine, American Fork, Lehi, Lindon, Mapleton, Orem, Payson, Pleasant Grove, Provo, Salem, Saratoga Springs, Spanish Fork, Springville",7944 N 9550 W; 79 W 900 N UNIT 1; 333 S MAIN UNIT 100
Utah,6453,368,2010.5,2000,2020,3859.0,1.0,705679.9,0.1,"American Fork, Eagle Mountain, Lehi, Lindon, Mapleton, Orem, Payson, Pleasant Grove, Provo, Spanish Fork, Springville, Vineyard",5132 N 300 W UNIT 5; 5132 N 300 W UNIT 5; 1112 E 1060 N
Salt Lake,Kennecott Daybreak Pl 5,327,2007.7,2006,2018,2140.9,1.7,655748.0,0.1,South Jordan,10942 S TOPVIEW RD; 10938 S TOPVIEW RD; 10953 S CORALVILLE WAY
Salt Lake,Kennecott Daybreak Pl 9,307,2011.2,2008,2018,1815.1,1.8,591426.1,0.1,South Jordan,10328 S CROW WING DR; 10336 S CROW WING DR; 10346 S CROW WING DR
Salt Lake,Kennecott Daybreak Ph 1 Amd,267,2004.7,2004,2011,2041.4,1.6,638550.6,0.2,South Jordan,4338 W OPEN CREST DR; 4324 W OPEN CREST DR; 4316 W OPEN CREST DR
Utah,Eagle Crest No 1 At Suncrest,255,2005.7,2003,2018,2152.8,1.7,730256.1,0.2,Draper,15119 S EAGLE CHASE DR; 15111 S EAGLE CHASE DR; 15107 S EAGLE CHASE DR
Salt Lake,Daybreak Village 8 Plat 3,252,2018.6,2018,2020,1677.1,2.1,512067.1,0.1,South Jordan,6238 W BIRCH RUN RD; 6242 W BIRCH RUN RD; 6244 W BIRCH RUN RD
Salt Lake,Kennecott Daybreak Ph 2 Pl 3,248,2005.9,2005,2006,1780.5,1.6,558955.6,0.1,South Jordan,11709 S GRANDVILLE AVE; 4949 W FIRMONT DR; 4931 W FIRMONT DR
Salt Lake,Westgate Aclaime At Independence,246,2016.7,2016,2019,1817.8,2.0,506106.9,0.1,Bluffdale,1011 W COYOTE GULCH WAY; 14804 S CHIMNEY PASS DR; 14812 S CHIMNEY PASS DR
Salt Lake,Kennecott Daybreak Pl 8,242,2011.0,2008,2018,2126.9,1.8,662748.3,0.1,South Jordan,10369 S LAC VIEUX RD; 10377 S LAC VIEUX RD; 10381 S LAC VIEUX RD
Salt Lake,Kennecott Daybreak Pl 6,237,2008.6,2007,2020,2199.8,1.7,708124.1,0.2,South Jordan,10794 S TAHOE WAY; 10788 S TAHOE WAY; 10782 S TAHOE WAY
Salt Lake,Heights On Quarry Bend Pud,228,2007.0,2007,2008,1618.2,2.0,495714.5,0.0,Sandy,1001 E QUARRY VIEW WAY; 1003 E QUARRY VIEW WAY; 1005 E QUARRY VIEW WAY
Salt Lake,Boulders At Rosecrest Pud,222,2006.0,2006,2006,1074.2,1.8,325562.6,0.0,Herriman,5128 W ROCK BUTTE RD; 5126 W ROCK BUTTE RD; 5122 W ROCK BUTTE RD
Salt Lake,Day Ranch Towns Phase 1,214,2019.4,2019,2020,1882.0,2.5,476588.8,0.0,Bluffdale,1210 W DUN WAY; 1208 W DUN WAY; 1206 W DUN WAY
Salt Lake,Sunstone Vlge 1,206,2002.8,2001,2010,1659.9,1.1,628796.1,0.3,South Jordan,5717 W SUMMER STONE DR; 5701 W SUMMER STONE DR; 5687 W SUMMER STONE DR
Salt Lake,Kennecott Daybreak Plat 4,199,2006.0,2006,2007,1874.3,1.6,569475.4,0.1,South Jordan,11457 S WEXFORD WAY; 11467 S WEXFORD WAY; 11477 S WEXFORD WAY
Salt Lake,Marketplace Aclaime At Independence Pl A,190,2016.3,2015,2020,1991.0,2.4,486880.5,0.0,Bluffdale,14686 S RISING STAR WAY; 14688 S RISING STAR WAY; 14690 S RISING STAR WAY
Salt Lake,Rosecrest Pl G,173,2002.5,2002,2004,1557.0,1.2,604688.4,0.2,Herriman,5196 W LEILA LN; 5186 W LEILA LN; 5174 W LEILA LN
Utah,Lakes At Sleepy Ridge The Prd Phase 2,168,2012.8,2009,2020,2221.0,1.5,817583.3,0.3,Vineyard,539 S LAKE VIEW DR; 563 S LAKE VIEW DR; 571 S LAKE VIEW DR
Salt Lake,South Hills Pod 2 Phase 1a,164,2018.7,2018,2020,1885.7,2.0,519617.7,0.1,Herriman,3384 W 15000 S; 14908 S BECKENBAUER AVE # 2264; 14912 S BECKENBAUER AVE # 2263
Salt Lake,Kennecott Daybreak Ph 2,164,2005.5,2005,2006,2088.8,1.7,626576.8,0.2,South Jordan,4663 W PALE MOON LN; 4657 W PALE MOON LN; 4651 W PALE MOON LN
Salt Lake,Sunset Hills Ph 1 Pud Amd,159,2011.4,2008,2015,1887.7,1.5,561989.9,0.1,West Valley City,6427 S FIRE SKY CT; 6429 S FIRE SKY CT; 6438 S FIRE SKY CT
Salt Lake,Rosecrest Pl 1e,155,2001.7,2001,2004,1533.1,1.3,592542.6,0.2,Herriman,5404 W LIGHTENING PEAK DR; 14068 S PROSPERO LN; 14091 S CROWN ROSE DR
Utah,"Maple Hollow 10, 11, & 13 At Suncrest",154,2007.9,2006,2020,2011.8,1.9,591316.9,0.1,Draper,16032 S BROOKINGS CT; 1934 E BROOKINGS DR; 1938 E BROOKINGS DR
Salt Lake,Rosecrest Pl Q,154,2007.7,2006,2017,2518.2,1.8,733983.8,0.2,Herriman,14634 S DESERT SAGE DR; 14646 S DESERT SAGE DR; 14656 S DESERT SAGE DR
Salt Lake,Oak Vista 3 At Suncrest,153,2001.0,2000,2005,1970.9,1.8,627022.2,0.2,Draper,1733 E AUBURN RIDGE LN; 1741 E AUBURN RIDGE LN; 1745 E AUBURN RIDGE LN
Utah,Eagle Point Plat C,150,2004.0,2000,2020,1087.9,1.1,416130.7,0.2,Eagle Mountain,2092 E PARTRIDGE LN; 2076 E PARTRIDGE LN; 2068 E PARTRIDGE LN
Salt Lake,Hamilton Farms Ph 2 Pud,150,2003.7,2003,2005,2619.5,1.9,574172.0,0.2,Herriman,13772 S ROSIE LN; 13764 S KYLE EARL LN; 13786 S KYLE EARL LN
Salt Lake,Rosecrest Pl P,150,2005.8,2005,2019,2471.8,1.5,824546.0,0.3,Herriman,14571 S PINE ROSE DR; 14581 S PINE ROSE DR; 14593 S PINE ROSE DR
Utah,Jessie's Brook Plat A,149,2008.4,2006,2020,2329.6,1.8,561584.6,0.2,Springville,1092 W 950 S; 1424 W 1300 S; 1460 W 1300 S
Salt Lake,Herriman Vlge Pud Amd,147,2004.8,2003,2008,1628.4,1.6,505012.2,0.1,Herriman,13122 S EAGLE PEAK DR; 13132 S EAGLE PEAK DR; 13142 S EAGLE PEAK DR
Utah,Thanksgiving Village Pud Plat A,144,2007.2,2005,2019,1994.5,1.2,701681.2,0.2,Lehi,2960 N DESERT FOREST LN; 2950 N DESERT FOREST LN; 2942 N DESERT FOREST LN
Salt Lake,Villages At 27th Pud,140,2019.6,2019,2020,1582.2,1.8,462484.3,0.0,West Valley City,2816 W SPARKFORD DR; 2810 W SPARKFORD DR; 2806 W SPARKFORD DR
Utah,Northshore Plat C-1,139,2020.0,2020,2020,1465.7,2.0,363022.3,0.0,Saratoga Springs,53 N MONITOR ROW; 59 N MONITOR ROW; 63 N MONITOR ROW
Salt Lake,Red Sage,135,2018.9,2017,2020,1902.7,2.5,572037.8,0.0,Sandy,261 E SAGE CANAL WAY; 259 E SAGE CANAL WAY; 257 E SAGE CANAL WAY
Utah,Creekside Village Plat A,135,2008.5,2007,2020,2262.1,1.8,577840.0,0.2,Lindon,1711 W 550 N; 582 N 1510 W; 574 N 1510 W
Utah,Commons The Plat A Amd,134,2014.2,2013,2015,1743.2,2.0,396447.8,0.0,Pleasant Grove,34 S 1800 W; 46 S 1800 W; 56 S 1800 W
Salt Lake,Red Oaks Vlge Pud,133,2004.9,2003,2006,1303.1,2.0,354688.0,0.0,West Valley City,1666 W BIG OAK DR; 1662 W BIG OAK DR; 1658 W BIG OAK DR
Salt Lake,Villages At Sandy,132,2017.9,2017,2019,1586.8,1.9,566953.0,0.0,Sandy,775 E ROSE COTTAGE WAY; 781 E ROSE COTTAGE WAY; 783 E ROSE COTTAGE WAY
Salt Lake,Giverny Amended Pud,129,2018.7,2017,2020,2213.6,1.3,1262244.2,0.2,Cottonwood Heights,3381 E SYLVETTE LN; 3466 E BRETON LN; 3477 E BOUGIVAL LN
Utah,"Pioneer Addition Phase Vii """"A""""",128,2009.8,2007,2018,1772.9,1.6,433550.8,0.1,Eagle Mountain,2408 E HITCHING POST DR; 2398 E HITCHING POST DR; 2388 E HITCHING POST DR
Salt Lake,Rosecrest Pl 1b,127,2000.8,2000,2002,1431.4,1.3,564562.2,0.2,Herriman,14073 S CHARISMA LN; 14083 S CHARISMA LN; 14093 S CHARISMA LN
Salt Lake,Parry Farms Ph 2,124,2011.2,2007,2020,2847.2,1.5,933221.9,0.4,Bluffdale,15036 S DESERT EAGLE CIR; 15056 S DESERT EAGLE CIR; 15088 S DESERT EAGLE CIR
Utah,Oak Vista #04 At Suncrest,121,2002.9,2001,2018,2325.5,1.7,772924.8,0.2,Draper,15156 S AMBER CREST LN; 15142 S AMBER CREST LN; 1593 E AMBER CREST LN
Salt Lake,Midas Creek Villas,120,2018.3,2017,2020,2114.2,1.0,549454.2,0.1,Herriman,12252 S ORE CART WAY # D; 12252 S ORE CART WAY; 12252 S ORE CART WAY # C
Utah,Lake Mountain Estates Plat I,120,2002.2,2000,2019,1240.4,1.3,469556.7,0.3,Saratoga Springs,361 W CASI WAY; 357 W CASI WAY; 4077 S LAKE MOUNTAIN DR
Utah,Winter Haven Phase 1 Amd,119,2006.4,2006,2010,2232.3,2.0,552354.6,0.1,Lehi,2809 W PINE CONE LN; 2821 W PINE CONE LN; 2833 W PINE CONE LN
Salt Lake,Rosecrest Pl R,117,2009.2,2006,2019,2679.1,1.6,854814.5,0.3,Herriman,5384 W ROSE SUMMIT DR; 14794 S BRIAR PARK RD; 14784 S BRIAR PARK RD
Salt Lake,Cottages On 78th Amd,117,2014.5,2014,2015,1462.6,1.8,512714.5,0.0,Midvale,7834 S FARM HOUSE LN; 7838 S FARM HOUSE LN; 7842 S FARM HOUSE LN
Salt Lake,South Mtn Ph 3d,116,2001.8,2000,2008,2243.5,1.6,773738.8,0.2,Draper,13944 S STONE CANYON DR; 13973 S TIMBER RIDGE DR; 13967 S TIMBER RIDGE DR
Utah,Sage Valley Plat B,116,2014.7,2011,2020,1428.9,1.1,749856.9,0.7,Eagle Mountain,1554 E WHEATLAND DR; 1554 E WHEATLAND DR; 1526 E WHEATLAND DR
Salt Lake,South Jordan High Pointe Ph 4 & 5 Pud,114,2013.5,2009,2019,2421.2,1.9,728128.1,0.2,South Jordan,10954 S KELSO DUNE DR; 10956 S KELSO DUNE DR; 10958 S KELSO DUNE DR
Salt Lake,Cottages At Jordan Hills Villages Amended,114,2018.5,2018,2019,1727.1,2.0,505178.9,0.1,West Jordan,6912 W HERA WAY; 7862 S ARTIMIS LN; 7861 S ARTIMIS LN
Salt Lake,Kennecott Daybreak Pl 5 Amd,113,2007.1,2007,2009,1901.5,2.0,478633.6,0.1,South Jordan,10891 S TOPVIEW RD; 10887 S TOPVIEW RD; 10899 S TOPVIEW RD
Utah,Willow Glen Phase 1,112,2019.5,2019,2020,1890.1,2.0,413001.8,0.0,American Fork,422 S WOOD STREAM RD; 418 S WOOD STREAM RD; 414 S WOOD STREAM RD
Salt Lake,Rosecrest Pl I,110,2003.0,2002,2005,1759.0,1.2,616485.5,0.2,Herriman,14377 S MURDOCH PEAK DR; 14387 S MURDOCH PEAK DR; 14397 S MURDOCH PEAK DR
Utah,Cascade At Waters Edge Plat A,109,2016.7,2016,2018,2091.9,1.8,599168.8,0.1,Vineyard,203 E 460 N; 211 E 460 N; 221 E 460 N
Salt Lake,Maples At Jordan Hills Ph 3,109,2004.0,2003,2005,1667.2,1.6,520662.4,0.1,West Jordan,7428 S BROOK MAPLE WAY; 7438 S BROOK MAPLE WAY; 7448 S BROOK MAPLE WAY
Salt Lake,Parkside Plat 2,108,2019.3,2019,2020,1720.4,2.6,414231.5,0.0,Riverton,4244 W SNOW PARK CT; 4238 W SNOW PARK CT; 4234 W SNOW PARK CT
Salt Lake,Rosecrest Pl N,108,2004.6,2004,2007,2035.4,1.2,687546.3,0.3,Herriman,5408 W MORNING LIGHT DR; 5398 W MORNING LIGHT DR; 5411 W MORNING LIGHT DR
Salt Lake,Daybreak Village 8 Plat 4b,108,2019.3,2018,2020,2073.5,1.8,643788.9,0.1,South Jordan,11571 S SKYWARD RD; 6417 W LAKE AVE; 11581 S SKYWARD RD
Utah,Eagle Point Plat I,106,2015.0,2007,2020,1458.9,1.3,453130.2,0.2,Eagle Mountain,4193 N SHIRLEY LN; 4181 N SHIRLEY LN; 4169 N SHIRLEY LN
Utah,Winter Haven Phase 2,105,2010.1,2006,2014,2027.2,2.0,541922.9,0.1,Lehi,5398 N CHESTNUT ST; 5390 N CHESTNUT ST; 5380 N CHESTNUT ST
Salt Lake,Rosecrest Pl H Ph 2,105,2003.7,2003,2020,1915.1,1.3,638932.4,0.2,Herriman,5736 W SILVER ROSE CIR; 5728 W SILVER ROSE CIR; 5718 W SILVER ROSE CIR
Utah,Harvest Park Pud Phase 1 Plat A Amd,105,2009.9,2005,2018,2133.5,1.5,636412.4,0.2,Mapleton,903 S CRESCENT WAY; 885 S CRESCENT WAY; 867 S CRESCENT WAY
Salt Lake,Parry Farms Ph 1,105,2006.7,2005,2017,2857.5,1.5,879333.3,0.3,Bluffdale,1947 W IRON HORSE BLVD; 1921 W IRON HORSE BLVD; 1897 W IRON HORSE BLVD
Utah,Jordan Willows Ii Prd Plat J,104,2006.0,2005,2020,2844.4,1.9,561768.3,0.2,Lehi,462 S 3040 W; 442 S 3040 W; 416 S 3040 W
Utah,Shadow Ridge Phase 1 Amd,104,2006.1,2005,2009,1850.4,1.6,612380.8,0.2,Lehi,2659 W SHADY HOLLOW LN; 2669 W SHADY HOLLOW LN; 2667 W SHADY HOLLOW LN
Utah,Colony Pointe Pud Plat B,104,2007.2,2002,2018,1959.4,1.4,741470.2,0.3,Lehi,1888 W COLONY POINTE DR; 1894 W COLONY POINTE DR; 1904 W COLONY POINTE DR
Salt Lake,Discovery Ph 2,104,2010.8,2008,2018,1496.2,1.0,593694.2,0.2,West Jordan,8549 S GOBLIN VALLEY DR; 6881 W SPRING OAK DR; 6869 W SPRING OAK DR
Utah,Cedars At Cedar Hills The Prd Plat B,103,2004.4,2001,2017,2261.3,1.8,614760.2,0.2,Cedar Hills,4048 W VALDERRAMA; 4036 W VALDERRAMA; 4026 W VALDERRAMA
Utah,Shadow Ridge Phase 2,103,2006.1,2005,2007,1426.3,1.0,614573.8,0.2,Lehi,4721 N SHADY BEND LN; 4735 N SHADY BEND LN; 4747 N SHADY BEND LN
Utah,1344,103,2008.5,2003,2018,4756.8,1.9,1284290.2,0.1,"Highland, Lehi, Orem, Pleasant Grove, Provo, Springville",451 S MAIN ST; 1955 W GROVE PKWY UNIT 100; 282 W RIVER BEND LN UNIT 3
Salt Lake,Western Springs Ph 6,103,2003.7,2001,2006,1635.7,1.4,541542.7,0.1,Riverton,12882 S GRINDSTONE CIR; 12888 S GRINDSTONE CIR; 12896 S GRINDSTONE CIR
Salt Lake,Encore At Miller Crossing Phase 1,103,2018.0,2018,2018,1521.2,2.0,405968.0,0.0,Herriman,12298 S ANDANTE DR; 12302 S ANDANTE DR; 12304 S ANDANTE DR
Salt Lake,Daybreak Village 5 Multi Family #4,103,2019.9,2019,2020,1891.9,2.7,470033.0,0.1,South Jordan,5351 W CANARY GRASS WAY; 5349 W CANARY GRASS WAY; 5347 W CANARY GRASS WAY
Salt Lake,Ridgepoint Subdivision,102,2020.0,2020,2020,2007.6,2.0,627764.7,0.1,South Jordan,11442 S HOLLYBROOK LOOP; 11446 S HOLLYBROOK LOOP; 11452 S HOLLYBROOK LOOP
Utah,6406,102,2008.7,2000,2018,3420.3,1.3,801186.3,0.5,"American Fork, Lehi, Lindon, Orem, Payson, Pleasant Grove, Provo, Vineyard",1311 N 300 W; 1311 N 300 W; 232 E 1500 S
Utah,Spanish Fields Plat B,102,2006.0,2005,2019,2193.6,1.8,507088.1,0.2,Spanish Fork,1131 W 520 S; 384 S SPANISH FIELDS DR; 1107 W 520 S
Utah,Silver Lake Subdivision Plat One C,101,2006.9,2005,2020,1618.7,1.7,490385.1,0.2,Eagle Mountain,7858 N SILVER RANCH RD; 7872 N SILVER RANCH RD; 7882 N SILVER RANCH RD
Salt Lake,Ensign Mdws,101,2003.3,2002,2008,1344.8,1.3,462081.2,0.2,Magna City,2683 S ISIS CIR; 7990 W THOREAU DR; 7980 W THOREAU DR
Utah,Pioneer Addition Phase Iv,101,2006.1,2006,2020,1937.6,1.9,401334.7,0.1,Eagle Mountain,2074 E SUMMIT WAY; 2068 E SUMMIT WAY; 2075 E EAGLE CREST WAY
Utah,Crystal Springs Plat A,101,2013.0,2007,2020,2139.0,1.7,579778.2,0.2,Springville,674 S 525 W; 698 S 525 W; 693 S 575 W
Salt Lake,Highlands At South Pointe,100,2005.9,2003,2015,2473.8,1.8,849993.0,0.2,Draper,277 E MANILLA DR; 14818 S MANILLA DR; 14832 S MANILLA DR
Salt Lake,Village On The Green Pud,100,2003.3,2001,2006,1816.6,1.0,774580.0,0.2,Draper,1671 E ROLLING GREEN DR; 14043 S SOMERSET HILLS CT; 14053 S PUMPKIN RIDGE CV
Utah,Maples At Brookside The Prd Plat C Amd,100,2003.8,2002,2012,1430.2,1.2,484866.0,0.2,Payson,1463 S 930 W; 1469 S 930 W; 1477 S 930 W
Salt Lake,Vistas At Westridge 3b,100,2006.3,2005,2014,1883.2,1.8,519398.0,0.1,West Valley City,4588 S CAPE RIDGE LN; 4598 S CAPE RIDGE LN; 6363 W CAPE RIDGE LN
Utah,Heather Moor,99,2007.8,2003,2018,2104.7,1.8,625206.1,0.2,Lehi,4051 N HEATHERFIELD LN; 4143 N HEATHERFIELD LN; 1942 W WOODVIEW DR
Salt Lake,Daybreak Vlge 8 Pl 2,99,2017.4,2017,2019,1745.4,1.9,567735.4,0.1,South Jordan,11328 S OLD BRIDGE RD; 6281 W BIRCH RUN RD; 6277 W BIRCH RUN RD
Utah,Somerset Village Pud Phase 3,99,2008.4,2006,2012,1628.4,1.7,386519.2,0.0,Spanish Fork,2954 E SOMERSET DR; 1094 S 2880 E; 1088 S 2880 E
Utah,Maples At Brookside The Prd Plat B,99,2001.4,2000,2005,1319.1,1.9,359423.2,0.1,Payson,1451 S 780 W; 1455 S 780 W; 1456 S 730 W
Utah,Pelican Bay Plat A,99,2005.7,2001,2018,2207.1,1.5,734401.0,0.3,", Saratoga Springs",4013 S CLIPPER ST; 4027 S CLIPPER ST; 64 E SANDPIPER LN
Salt Lake,Kennecott Daybreak Pl 10e,99,2015.3,2014,2018,1863.5,1.8,621152.5,0.1,South Jordan,5142 W BIG SUR DR; 5136 W BIG SUR DR; 5126 W BIG SUR DR
Utah,Sunset Trails At Summit Ridge Plat A,98,2015.3,2008,2019,1955.5,1.2,629655.1,0.4,Santaquin,523 SUNSET DR; 525 SUNSET DR; 525 SUNSET DR
Salt Lake,Daybreak Village 5 Plat 10,98,2018.5,2018,2020,1867.2,1.8,623135.7,0.1,South Jordan,10961 S GRESHAM DR; 10957 S GRESHAM DR; 10951 S GRESHAM DR
Salt Lake,Estates At Rose Creek Pl 3,97,2000.4,2000,2007,1744.5,1.4,625208.1,0.3,Herriman,6014 W OLYMPIAD LN; 6234 W INDIAN PONY WAY; 13452 S GRAND TROTTER WAY
Salt Lake,Rosecrest Pl O,97,2005.1,2005,2006,2198.4,1.4,705618.6,0.3,Herriman,14676 S PLACID ROSE DR; 14668 S PLACID ROSE DR; 5236 W PLACID ROSE DR
Utah,6412,97,2007.3,2000,2018,2812.2,1.1,1402770.1,1.1,"American Fork, Orem, Pleasant Grove, Provo, Salem, Saratoga Springs, Spanish Fork, Springville",1308 N FREEDOM BLVD; 1322 N FREEDOM BLVD; 1344 N FREEDOM BLVD
Salt Lake,Park Haven 1 Amd,97,2001.5,2001,2005,1649.4,1.0,623591.8,0.2,Riverton,11886 S PARK BEND CT; 11885 S PARK BEND CT; 11893 S PARK BEND CT
Utah,Plymouth Rock At Pilgrims Landing Pud Plat One,97,2002.2,2001,2003,1140.2,1.2,436257.7,0.0,Lehi,3594 W BAY CIR; 4183 N BAY CIR; 4191 N BAY CIR
Utah,Willow Park Villas Pud Plat A,96,2008.2,2007,2011,1753.2,1.1,485424.0,0.1,Lehi,1907 W 200 S UNIT S-2; 1907 W 200 S UNIT S-3; 1907 W 200 S UNIT S-4
Utah,Eagle Summit Phase 2,95,2007.7,2006,2019,2961.6,2.0,947482.1,0.2,Lehi,4898 N RAVENCREST LN; 5009 N EAGLE NEST LN; 4991 N EAGLE NEST LN
Salt Lake,Daybreak Village 5 Plat 12,94,2019.2,2018,2020,1986.4,1.7,627171.3,0.1,South Jordan,10838 S GRESHAM DR; 10842 S GRESHAM DR; 5362 W RAIN LILY DR
Salt Lake,Rosecrest Vlge Pl 2,93,2009.3,2007,2015,1598.2,2.0,412930.1,0.0,Herriman,5066 W ARETE WAY; 5064 W ARETE WAY; 5058 W ARETE WAY
Utah,Jordan Willows Ii Prd Plat O,92,2009.7,2007,2020,2315.3,1.8,517768.1,0.2,Lehi,533 S WILLOW PARK DR; 517 S WILLOW PARK DR; 517 S WILLOW PARK DR
Utah,Spanish Fields Plat E,92,2006.4,2006,2020,2026.6,1.9,445929.3,0.2,Spanish Fork,203 S 950 W; 211 S 950 W; 217 S 950 W
Salt Lake,Park View Villas,92,2016.8,2016,2017,1672.3,1.5,502773.9,0.0,Riverton,1356 W STEWART FALLS DR; 12518 S BRIDAL VEIL DR; 12522 S BRIDAL VEIL DR
Utah,Silver Lake Village Pud,92,2007.7,2006,2018,1750.7,2.0,457522.8,0.1,Eagle Mountain,4816 E ADDISON AVE; 4824 E ADDISON AVE; 7471 ADDISON AVE
Salt Lake,Kennecott Daybreak Vlge 5 Pl 3,91,2016.4,2015,2018,2017.2,1.7,649446.2,0.1,South Jordan,10347 S STURGEON DR; 10353 S STURGEON DR; 10361 S STURGEON DR
Salt Lake,Rosecrest Pl J,91,2004.4,2004,2007,2320.1,1.4,776221.8,0.3,Herriman,14278 S FRIENDSHIP DR; 14217 S ROUND ROCK DR; 14231 S ROUND ROCK DR
Salt Lake,Kennecott Daybreak Vlge 5 Pl 4,91,2016.3,2015,2018,2006.6,1.7,664724.2,0.1,South Jordan,10372 S LIFFEY LN; 10378 S LIFFEY LN; 10388 S LIFFEY LN
Utah,Dry Creek Prd Plat B,90,2001.5,2000,2017,1419.2,1.2,524862.2,0.2,Payson,492 W 1430 S; 486 W 1430 S; 329 W 1500 S
Utah,Cranberry Farms Pud Plat B,90,2006.3,2005,2019,1610.1,1.3,557053.3,0.2,Lehi,2232 N 2350 W; 2244 N 2350 W; 2256 N 2350 W
Salt Lake,Draper Hillside Homes,90,2013.0,2013,2014,1645.7,1.6,502274.4,0.0,Draper,14252 S DRAPER HILL DR; 14254 S DRAPER HILL DR; 14256 S DRAPER HILL DR
Utah,Windsor At Waters Edge Plat A,90,2019.6,2019,2020,1904.2,2.0,523086.7,0.1,Vineyard,427 E 340 N; 437 E 340 N; 443 E 340 N
Utah,Silverlake Plat 20,90,2019.4,2019,2020,1834.9,2.0,441850.6,0.1,Eagle Mountain,7128 N BROOK RDG; 7152 N BROOK RDG; 7154 N BROOK RDG
Utah,Villas At Pioneer Crossing The Pud,89,2016.8,2016,2018,2207.6,1.3,551461.0,0.7,Lehi,1332 S 50 E UNIT 4; 1303 S 50 E UNIT 1; 1303 S 50 E UNIT 2
Utah,Sage Vista,89,2018.3,2017,2020,2746.2,1.6,1169269.7,0.4,Lehi,527 N 1450 W; 553 N 1450 W; 581 N 1450 W
Utah,Pioneer Addition Phase Vi,89,2007.3,2007,2020,1992.6,1.8,428319.1,0.1,Eagle Mountain,2122 E EAST JORDAN WAY; 2092 E WEST JORDAN WAY; 2084 E WEST JORDAN WAY
Salt Lake,Kennecott Daybreak Pl 10h,89,2017.2,2016,2020,1991.8,1.6,686953.9,0.1,South Jordan,10568 S SPLIT ROCK DR; 10582 S SPLIT ROCK DR; 10592 S SPLIT ROCK DR
Utah,Exchange In Lehi The Phase 7 Pud,89,2018.0,2018,2018,1636.4,2.0,451719.1,0.0,Lehi,4197 W 1630 N; 4191 W 1630 N; 4185 W 1630 N
Salt Lake,Western Springs Ph 5 Amd,88,2012.3,2008,2015,1647.1,1.2,607696.6,0.1,Riverton,5024 W BOBCAT DR; 5016 W BOBCAT DR; 5008 W BOBCAT DR
Utah,Saratoga Chase,88,2007.5,2007,2010,1530.1,2.0,373083.0,0.0,Saratoga Springs,1987 N CHURCHILL RD; 1989 N CHURCHILL RD; 1993 N CHURCHILL RD
Salt Lake,Rosecrest Pl 1f,88,2002.1,2002,2004,1579.6,1.2,608681.8,0.2,Herriman,5394 W LEILA LN; 5382 W LEILA LN; 5374 W LEILA LN
Salt Lake,Copper Creek Est Ph 6,88,2001.1,2000,2005,1465.4,1.2,543055.7,0.2,Herriman,4766 W GOLD MINERS PL; 12059 S CLAIM STAKER WAY; 4759 W CLAIM STAKER WAY
Utah,Kelvin Grove Phase One,88,2000.9,2000,2003,1464.4,1.9,411967.0,0.1,Springville,1457 S 1350 W; 1455 S 1350 W; 1453 S 1350 W
Salt Lake,Independence Village Ph 1,88,2017.4,2017,2018,2236.4,2.0,621506.8,0.1,Bluffdale,994 W RUTLEDGE RD; 988 W RUTLEDGE RD; 978 W RUTLEDGE RD
Utah,2344,88,2007.3,2000,2018,9071.9,1.5,2328875.0,0.6,"American Fork, Lehi, Lindon, Mapleton, Orem, Pleasant Grove, Provo, Spanish Fork, Springville, Vineyard",420 W MAIN; 222 E 400 S; 1814 S COLUMBIA LN
Utah,Harvest Park Pud Phase 1 Plat B,87,2009.4,2005,2017,1056.5,1.5,431246.0,0.1,Mapleton,2066 W CRESCENT WAY; 2066 W CRESCENT WAY; 2056 W CRESCENT WAY
Utah,Stone Hollow At Summit Ridge Plat B,87,2012.0,2008,2018,1454.2,1.1,486237.9,0.2,Santaquin,505 LITTLE ROCK DR; 557 LITTLE ROCK DR; 563 LITTLE ROCK DR
Salt Lake,Sunstone Vlge 2,87,2002.7,2002,2006,1703.5,1.2,623271.3,0.3,South Jordan,5731 W GOLD STONE DR; 5744 W SUMMER STONE DR; 5732 W SUMMER STONE DR
Utah,Heatherwood On The Green Pud Phase 1 2nd Amd,87,2012.3,2007,2020,1527.7,1.8,399887.2,0.0,Eagle Mountain,3873 E CUNNINGHILL DR; 3875 E CUNNINGHILL DR; 3877 E CUNNINGHILL DR
Salt Lake,Villages At Oquirrh Highlands 2 Pud,87,2003.1,2002,2005,1401.2,1.3,414828.7,0.1,West Jordan,6694 S CHISWICK CT; 6702 S CHISWICK CT; 6706 S CHISWICK CT
