county,subdivision,home_count,avg_year_built,min_year_built,max_year_built,avg_sqft,avg_floors,avg_value,avg_acres,cities,sample_addresses
Utah,Autumn Ridge Phase Ii,59,2014.9,2014,2018,1381.6,1.1,508428.8,0.2,Eagle Mountain,1033 E HUNTER LN; 4476 N STANFORD DR; 4492 N STANFORD DR
Salt Lake,Daybreak Vlge 5 Pl 8,59,2018.0,2017,2020,2657.8,1.7,870262.7,0.2,South Jordan,5063 W MELLOW WAY; 5057 W MELLOW WAY; 5049 W MELLOW WAY
Salt Lake,Princeton Park Ph 2 Pud,58,2011.1,2010,2013,1559.1,1.6,490312.1,0.1,West Jordan,7861 S HARTLEY LN; 7863 S HARTLEY LN; 7869 S HARTLEY LN
Salt Lake,Maples At Jordan Hills Ph 8,58,2006.0,2006,2006,1525.1,2.0,448241.4,0.1,West Jordan,7596 S CALENDULA LN; 7592 S CALENDULA LN; 7598 S CALENDULA LN
Salt Lake,Legacy Vlge Pud,58,2004.9,2004,2006,1494.3,1.0,437189.7,0.1,Taylorsville,6276 S LAURA JO LN; 6280 S LAURA JO LN; 6272 S LAURA JO LN
Salt Lake,Silvercrest Est,58,2004.6,2003,2013,2282.6,1.3,766386.2,0.3,Riverton,11876 S SWENSEN FARM DR; 11888 S SWENSEN FARM DR; 11902 S SWENSEN FARM DR
Salt Lake,South Jordan High Pointe Ph 1 Pud,58,2009.4,2007,2015,2164.0,1.7,712431.0,0.2,South Jordan,3987 W OREGON DUNE CT; 3981 W OREGON DUNE CT; 3964 W OREGON DUNE CT
Salt Lake,Bella Vea Pud Phase 1,58,2018.6,2017,2020,1602.1,1.6,537324.1,0.0,Herriman,14218 S BELLA VEA DR; 14222 S BELLA VEA DR; 14226 S BELLA VEA DR
Salt Lake,Sunrise Station Ph 3,58,2002.6,2002,2004,1344.5,1.3,553351.7,0.1,Draper,376 W CLINTWOOD DR; 372 W CLINTWOOD DR; 364 W CLINTWOOD DR
Salt Lake,Oquirrh Park Ph 3b Pud Amd,58,2013.4,2011,2016,1918.0,1.4,670131.0,0.1,South Jordan,10451 S WALNUT CANYON LN; 10453 S WALNUT CANYON LN; 10457 S WALNUT CANYON LN
Salt Lake,Midas Creek Est 5,58,2013.7,2008,2018,2682.1,1.7,958296.6,0.3,South Jordan,3282 W ROLLING CREEK WAY; 3268 W ROLLING CREEK WAY; 3256 W ROLLING CREEK WAY
Salt Lake,Meadow Breeze,58,2004.1,2002,2006,1687.6,1.1,599572.4,0.2,West Valley City,6048 W VILLAGEMEADOW CT; 6032 W VILLAGEMEADOW CT; 6022 W VILLAGEMEADOW CT
Salt Lake,Hamilton Farms Ph 3 Pud,58,2006.4,2005,2017,2841.5,1.9,669455.2,0.3,Herriman,13543 S BLAYDE DR; 13559 S BLAYDE DR; 13577 S BLAYDE DR
Salt Lake,Sugar Plum Farms Pl 1,58,2002.0,2001,2003,1625.1,1.3,544294.8,0.3,West Valley City,2914 S MOUNTAIN GOAT WAY; 2928 S MOUNTAIN GOAT WAY; 2946 S MOUNTAIN GOAT WAY
Utah,Eaglepark Phase I,58,2004.2,2000,2020,1147.3,1.1,418636.2,0.2,Eagle Mountain,1521 E OWL LN; 4518 N KESTREL WAY; 4504 N KESTREL WAY
Salt Lake,Kennecott Daybreak Pl 3a,58,2007.4,2007,2009,1418.7,1.8,482808.6,0.1,South Jordan,5003 W CURRANT DR; 4997 W CURRANT DR; 4993 W CURRANT DR
Salt Lake,Shadow Run Ii Ph 3,58,2017.5,2017,2018,1597.2,2.0,461753.4,0.0,Herriman,14540 S QUIET SHADE DR # 183; 14537 S QUIET SHADE DR # 204; 14539 S QUIET SHADE DR # 205
Salt Lake,Oaks At Jordan Hills Villages Ph 6,58,2003.9,2003,2005,1861.3,1.4,587681.0,0.2,West Jordan,8286 S RUSTIC OAK CT; 8294 S RUSTIC OAK CT; 8304 S RUSTIC OAK CT
Salt Lake,Oaks At Jordan Hills Villages Ph 10,58,2003.5,2003,2005,1568.3,1.5,526174.1,0.1,West Jordan,8534 S MAUL OAK DR; 8542 S MAUL OAK DR; 8552 S MAUL OAK DR
Utah,Silver Lake Village Plat Four-B,58,2007.7,2006,2010,1929.4,1.9,523839.7,0.2,Eagle Mountain,7722 N BROOKWOOD DR; 7712 N BROOKWOOD DR; 7702 N SILVER LAKE PKWY
Salt Lake,Oaks At Jordan Hills Villages Ph 8,58,2003.4,2003,2004,1567.9,1.2,540632.8,0.1,West Jordan,8374 S 6465 W; 6472 W 8375 S; 6466 W 8375 S
Utah,Whisperwood Plat A,58,2007.1,2005,2020,1741.5,1.3,678686.2,0.3,Provo,2401 W 1200 N; 2393 W 1200 N; 2379 W 1200 N
Utah,Meadow Ranch Plat 4,58,2008.1,2000,2020,2016.4,1.3,944815.5,1.2,Eagle Mountain,9648 N SHILOH WAY; 9647 N SHILOH WAY; 9687 N SHILOH WAY
Utah,Wimbleton,58,2002.4,2001,2018,2380.5,1.5,929482.8,0.3,Highland,10071 N 6580 W; 10053 N 6580 W; 6602 W 10030 N
Utah,Sunrise Ridge Plat B,58,2002.2,2001,2016,1420.6,1.2,542981.0,0.2,Springville,2476 S DALTON DR; 2486 S DALTON DR; 2496 S DALTON DR
Salt Lake,Daybreak Village 5 Plat 14,58,2019.6,2019,2020,1835.7,1.7,633222.4,0.1,South Jordan,10696 S SWITCHBACK DR; 10702 S SWITCHBACK DR; 10708 S SWITCHBACK DR
Salt Lake,South Hills Pod 2 Phase 2,58,2019.0,2018,2020,2152.6,2.0,614317.2,0.1,Herriman,3489 W BECKHAM DR; 14803 S PELE LN; 14807 S PELE LN
Salt Lake,Rosecrest Vlge Pl 1,57,2006.9,2006,2015,1619.2,2.0,418157.9,0.0,Herriman,5119 W HEDGEROSE DR; 5123 W HEDGEROSE DR; 5129 W HEDGEROSE DR
Salt Lake,Traverse Chateaux Ph A,57,2006.2,2005,2007,1775.3,2.0,547215.8,0.1,Draper,14718 S TRAVERSE VIEW CT; 14716 S TRAVERSE VIEW CT; 14714 S TRAVERSE VIEW CT
Salt Lake,Monarch Mdws Ph 9,57,2004.4,2004,2005,2195.3,1.4,660270.2,0.2,Riverton,5178 W CRIMSON PATCH WAY; 5166 W CRIMSON PATCH WAY; 5154 W CRIMSON PATCH WAY
Salt Lake,Oquirrh Highlands 8,57,2004.0,2003,2006,1719.5,1.2,556089.5,0.2,West Jordan,6638 S TUFT CT; 6628 S TUFT CT; 6616 S TUFT CT
Salt Lake,South Hills Pod 4 Subdivision Phase 2,57,2019.9,2019,2020,2235.6,2.0,604433.3,0.1,Herriman,3453 W CRUYFF AVE; 3427 W CRUYFF AVE; 15197 S RONALDO LN
Salt Lake,Tuscany Est At Herriman Ph 1 Pud,57,2002.2,2002,2004,1665.1,1.2,611612.3,0.3,Herriman,12775 S BELLAGIO WAY; 12801 S BELLAGIO WAY; 12767 S PALERMO ST
Salt Lake,Cove At Herriman Springs Ph 3,57,2006.6,2006,2014,2659.8,1.4,819433.3,0.3,Herriman,14462 S BUTTERFIELD PARK WAY; 14492 S BUTTERFIELD PARK WAY; 14512 S BUTTERFIELD PARK WAY
Utah,Mira Vista Pud Plat C 2nd Amd,57,2013.6,2007,2016,1422.7,1.0,396817.5,0.1,American Fork,552 S 1040 E; 554 S 1040 E; 556 S 1040 E
Utah,Rush Valley Plat B,57,2001.9,2001,2003,1389.6,1.8,410882.5,0.1,Eagle Mountain,7817 N APACHE LN; 7836 N GERONIMO; 7816 N APACHE LN
Utah,Saratoga Springs #13 Pud,57,2010.2,2001,2019,3132.5,1.7,1038617.5,0.4,Saratoga Springs,1692 S CENTENNIAL BLVD; 1706 S CENTENNIAL BLVD; 1706 S CENTENNIAL BLVD
Utah,Legacy Farms Plat 3-B,57,2018.1,2018,2020,2134.1,1.8,585529.8,0.2,Saratoga Springs,568 S WOODSTOCK LN; 578 S WOODSTOCK LN; 588 S WOODSTOCK LN
Salt Lake,Carlisle Place Pud,57,2014.2,2013,2015,1970.1,2.6,442882.5,0.0,South Salt Lake,760 W KIRKBRIDE AVE; 758 W KIRKBRIDE AVE; 756 W KIRKBRIDE AVE
Utah,Maple Mountain @ Spanish Fork Plat A,57,2009.5,2000,2020,1575.9,1.2,610842.1,0.3,Spanish Fork,1715 E 130 N; 1731 E 130 N; 1713 E 200 N
Salt Lake,Bridgeport,57,2013.5,2013,2014,1846.9,1.4,626254.4,0.2,West Jordan,6937 W GOBLIN VALLEY CV; 6923 W GOBLIN VALLEY CV; 6913 W GOBLIN VALLEY CV
Utah,North Pointe Village Pud Phase 3,57,2019.0,2019,2019,1625.2,2.0,439771.9,0.0,Lehi,3624 W 2280 N; 3630 W 2280 N; 3636 W 2280 N
Salt Lake,Hidden Vlge Historic Pud A Amd,57,2013.7,2012,2016,1788.3,1.3,708347.4,0.1,South Jordan,10212 S SAMUEL HOLT DR; 10226 S SAMUEL HOLT DR; 10232 S SAMUEL HOLT DR
Salt Lake,Rockwell Est Amd,57,2016.0,2014,2018,2539.1,1.8,1054943.9,0.3,Draper,661 E ROCKWELL VISTA; 704 E ORRINS CV; 682 E ORRINS CV
Utah,Holbrook Farms Plat B Phase 4,57,2019.6,2019,2020,1817.1,2.0,487661.4,0.1,Lehi,4416 W 2650 N; 4412 W 2650 N; 2660 N CORMAC PL
Salt Lake,Herriman Towne Ctr Pl E Ph 1,56,2012.0,2010,2013,1885.0,1.8,589010.7,0.1,Herriman,13136 S BRICKSHIRE LN; 13144 S BRICKSHIRE LN; 13148 S BRICKSHIRE LN
Salt Lake,Three Forks Ph 8,56,2016.4,2016,2017,2462.1,1.4,745460.7,0.3,West Jordan,6387 W 8720 S; 8744 S 6375 W; 6373 W 8755 S
Salt Lake,Maples At Jordan Hills Ph 7,56,2003.9,2003,2005,1594.3,2.0,412416.1,0.1,West Jordan,6808 W CALLERY LN; 6812 W CALLERY LN; 6802 W CALLERY LN
Salt Lake,Herriman Hghts,56,2006.6,2004,2019,2966.1,1.5,1068730.4,0.6,Herriman,5884 W CUCHARA WAY; 5842 W CUCHARA WAY; 14436 S CUCHARA WAY
Salt Lake,Mckee Farms Ph 2,56,2017.6,2016,2020,2948.5,1.5,1227650.0,0.4,South Jordan,10839 S LEES DREAM DR; 2819 W JACKS LEGACY DR; 2799 W JACKS LEGACY DR
Utah,Sergeant Court Pud Phase 2 Fourth Amd,56,2008.8,2007,2011,1589.0,2.0,404778.6,0.0,Saratoga Springs,46 W APACHE RD; 50 W APACHE RD; 56 W APACHE RD
Salt Lake,Millburn Manor Pud,56,2010.8,2008,2013,1726.0,2.0,493241.1,0.1,West Valley City,1616 W KINLOCH WAY; 1608 W KINLOCH WAY; 1602 W KINLOCH WAY
Salt Lake,Monarch Mdws Ph 6 Amd,56,2005.2,2004,2006,1882.4,1.2,632612.5,0.2,Riverton,13702 S CRIMSON PATCH WAY; 13712 S CRIMSON PATCH WAY; 13724 S CRIMSON PATCH WAY
Salt Lake,Oak Vista 4 At Suncrest Amd,56,2002.1,2001,2006,2044.5,1.8,713508.9,0.2,Draper,15111 S LONGBRANCH DR; 15129 S LONGBRANCH DR; 15141 S LONGBRANCH DR
Utah,Jacobs Ranch Plat O,56,2012.3,2008,2020,1780.4,1.4,633117.9,0.3,Saratoga Springs,467 W CIMARRON AVE; 467 W CIMARRON AVE; 467 W CIMARRON AVE
Utah,Snow's Springs Plat A,56,2013.9,2013,2020,2204.3,1.3,835746.4,0.5,Lehi,1381 S WHITE ST; 1365 S WHITE ST; 1341 S WHITE ST
Utah,Lake Mountain Estates Plat J Phase 3,56,2005.3,2004,2013,1601.2,1.3,502332.1,0.2,Saratoga Springs,4114 S MONTEGO DR; 4124 S MONTEGO DR; 106 W ARUBA DR
Utah,Lakeshore Village Plat C,56,2004.7,2000,2020,1313.4,1.9,500508.9,0.2,Provo,2915 W 470 N; 2843 W 370 N; 2851 W 370 N
Utah,Loefler Park Twin Homes Plat A,56,2018.2,2017,2019,1878.5,1.8,541830.4,0.2,American Fork,217 W 380 S; 213 W 380 S; 205 W 380 S
Utah,Maple Meadows Plat C,56,2002.6,2001,2019,1473.4,1.0,525364.3,0.2,Spanish Fork,2181 E 1850 S; 2219 E 1850 S; 2273 E 1850 S
Utah,Sunny Ridge Plat F,56,2010.9,2009,2019,1666.8,1.4,641248.2,0.3,Spanish Fork,52 N 1590 E; 24 N 1590 E; 8 N 1590 E
Salt Lake,Pheasant Park,56,2002.4,2001,2005,1754.9,1.5,611869.6,0.2,West Valley City,4112 S PHEASANT PARK DR; 4118 S PHEASANT PARK DR; 4126 S PHEASANT HILL CIR
Salt Lake,Bellevue Ph 4,56,2007.9,2007,2012,2633.2,1.7,1009950.0,0.3,Draper,543 E MIDLAKE DR; 542 E MIDLAKE DR; 13194 S NEWPORT DAWN DR
Salt Lake,Bellevue Ph 1,56,2005.2,2004,2009,2554.7,1.6,1009905.4,0.3,Draper,13216 S CHERRY CREST DR; 339 E BELLEVUE WAY; 353 E BELLEVUE WAY
Utah,Cold Springs At Red Hawk Ranch Pud Phase 2,56,2003.6,2003,2004,1195.4,2.0,339575.0,0.0,Eagle Mountain,7906 N DUNDEE DR; 7904 N DUNDEE DR; 3425 E DUNDEE DR
Salt Lake,Riverton Peaks Phase 1 Amended Pud Subdivision,56,2018.4,2018,2019,1641.8,2.0,478251.8,0.0,Riverton,12663 S DOC SORENSON LN; 12667 S DOC SORENSON LN; 12671 S DOC SORENSON LN
Utah,Cedar Point At Summit Ridge Plat D,56,2012.9,2007,2020,1764.4,1.2,584900.0,0.3,Santaquin,1205 E FOOTHILL DR; 1217 E FOOTHILL DR; 1225 E FOOTHILL DR
Utah,Canterbury North Plat G,56,2004.9,2004,2011,2398.6,1.8,861366.1,0.3,Highland,6605 W AVERY AVE; 6625 W AVERY AVE; 6636 W AVERY AVE
Salt Lake,Daybreak Village 8 Plat 4a,55,2018.9,2018,2020,2118.2,1.7,643396.4,0.1,South Jordan,11552 S WILLOW WALK DR; 11562 S WILLOW WALK DR; 11568 S WILLOW WALK DR
Utah,Eastside Estates Plat D,55,2009.2,2002,2020,1377.0,1.2,427363.6,0.1,Santaquin,78 N PEACH ST; 68 N PEACH ST; 62 N PEACH ST
Utah,Spring Creek Ranch Plat K,55,2014.7,2014,2017,2699.9,2.0,646512.7,0.2,Lehi,907 E 1630 S; 1639 S 900 E; 1661 S 900 E
Salt Lake,Summerlane At The District Ph 1,55,2009.0,2008,2010,1561.7,2.0,417530.9,0.0,South Jordan,3746 W LILAC HEIGHTS DR; 3742 W LILAC HEIGHTS DR; 3736 W LILAC HEIGHTS DR
Salt Lake,Maple Hills Ph 1b,55,2016.3,2014,2018,2148.9,1.6,683440.0,0.2,West Jordan,6544 W HAVEN MAPLE DR; 6536 W HAVEN MAPLE DR; 6524 W HAVEN MAPLE DR
Utah,Quail Valley Plat A,55,2018.1,2017,2020,1981.3,2.0,463814.5,0.1,Springville,73 N 1275 W; 91 N 1275 W; 109 N 1275 W
Salt Lake,Westridge Est 1,55,2006.2,2006,2011,2066.4,1.6,610776.4,0.2,West Valley City,5078 S PINEY RIDGE DR; 5088 S PINEY RIDGE DR; 5673 W PINEY RIDGE DR
Utah,Silverlake Plat 18,55,2019.5,2019,2020,2179.7,1.9,521776.4,0.1,Eagle Mountain,7175 N CLEAR SKY LN; 4440 E SILVER MOON DR; 4448 E SILVER MOON DR
Salt Lake,Bloomfield Farms Ph 2,55,2005.2,2004,2007,1867.3,1.5,610974.5,0.2,West Jordan,8229 S SKY MEADOW DR; 8234 S PINECASTLE DR; 8241 S SKY MEADOW DR
Utah,Saratoga Springs No 24 Pud,55,2009.4,2007,2013,1898.7,1.1,569001.8,0.2,Saratoga Springs,178 E COTTAGE CV; 186 E COTTAGE CV; 98 E COTTAGE CV
Salt Lake,Independence At The Point Pl E4 Pud,55,2015.0,2015,2015,1760.4,2.0,464118.2,0.0,Bluffdale,15077 S GALLANT DR; 15079 S GALLANT DR; 15083 S GALLANT DR
Salt Lake,Merced Est Pl A,55,2000.2,2000,2002,1952.6,1.1,743378.2,0.3,Riverton,11818 S 3770 W; 11832 S 3770 W; 11846 S 3770 W
Salt Lake,Rosecrest Pl 1d,55,2002.0,2000,2018,1905.9,1.3,683263.6,0.4,Herriman,13921 S EMMELINE DR; 13927 S EMMELINE DR; 5928 W AUTUMN DUSK CV
Utah,Spanish Highlands Plat B,55,2009.7,2008,2019,1622.7,1.3,574010.9,0.2,Spanish Fork,363 S 2070 E; 2098 E 230 S; 2103 E 280 S
Utah,Newman Ranch Plat A,55,2017.6,2017,2020,2404.0,1.7,779392.7,0.2,Lehi,64 N PALOMINO WAY; 72 N PALOMINO WAY; 72 N PALOMINO WAY
Salt Lake,Oquirrh Highlands 10,55,2008.0,2007,2011,1747.9,1.3,563907.3,0.2,West Jordan,6162 W CEDAR HILL RD; 6154 W CEDAR HILL RD; 6146 W CEDAR HILL RD
Salt Lake,South Hills Pod 2 Phase 1b,55,2018.0,2018,2019,2068.6,2.0,582194.5,0.1,Herriman,3586 W BECKHAM DR; 3584 W BECKHAM DR; 3582 W BECKHAM DR
Utah,Holbrook Farms Plat A Phase 8,55,2018.3,2018,2020,2049.9,1.3,778789.1,0.2,Lehi,2801 N 3550 W; 2783 N 3550 W; 2771 N 3550 W
Salt Lake,Liberty Vlges,55,2005.0,2004,2006,1557.6,1.4,559616.4,0.1,Herriman,12438 S HOMELAND DR; 4774 W LIBERATION DR; 4768 W LIBERATION DR
Salt Lake,Jordan Hghts Ph 1 Pud,55,2010.5,2007,2014,2533.3,1.3,935143.6,0.3,South Jordan,3958 W BETHPAGE CT; 3942 W BETHPAGE CT; 3924 W BETHPAGE CT
Salt Lake,Bloomfield Hghts Ph 2,54,2006.7,2006,2009,2242.8,1.7,740883.3,0.2,West Jordan,6376 W FISH LAKE DR; 6366 W FISH LAKE DR; 6352 W FISH LAKE DR
Utah,Pioneer Addition Phase Vii C,54,2017.2,2017,2018,1284.4,1.1,429275.9,0.1,Eagle Mountain,2419 E JIM BRIDGER DR; 2429 E JIM BRIDGER DR; 2439 E JIM BRIDGER DR
Salt Lake,Diamond Summit Unit 15a,54,2003.8,2002,2006,1592.1,1.2,546433.3,0.2,West Valley City,6358 W MOUNT WHITNEY LN; 6445 S MOUNT WHITNEY LN; 6453 S MOUNT WHITNEY LN
Salt Lake,Wynwood Phase 1 Subdivision,54,2019.7,2019,2020,2009.5,1.7,718831.5,0.2,Murray,6668 S WYNWOOD PARK DR; 877 W WYNWOOD PARK DR; 863 W WYNWOOD PARK DR
Salt Lake,Centennial Hghts Pl C Amd,54,2001.5,2000,2017,1703.9,1.5,656772.2,0.2,Draper,15073 S KANAB CT; 166 E STEEP MOUNTAIN DR; 163 E MANILLA DR
Salt Lake,Majestic Mdws,54,2006.2,2005,2015,1660.6,1.5,601027.8,0.2,West Jordan,6768 S MAJESTIC LOOP RD; 6778 S MAJESTIC LOOP RD; 6788 S MAJESTIC LOOP RD
Utah,Holbrook Farms Plat C Phase 1,54,2020.0,2020,2020,1575.1,2.0,439485.2,0.0,Lehi,4476 W KOSTER DR; 4469 W KOSTER DR; 4472 W KOSTER DR
Utah,River Park Plat A,54,2006.8,2006,2020,1709.3,1.9,439129.6,0.2,Springville,1088 W 200 S; 1058 W 200 S; 1054 W 200 S
Salt Lake,Herriman Towne Ctr Pl A Ph 1 Lot 5 Amd,54,2013.3,2013,2014,2168.7,2.2,447405.6,0.0,Herriman,5133 W ASHFIELD DR; 5129 W ASHFIELD DR; 5127 W ASHFIELD DR
Utah,Harbor Village Plat A,54,2014.5,2013,2018,1923.5,1.7,603118.5,0.2,American Fork,113 W 800 S; 125 W 800 S; 137 W 800 S
Utah,Highland Hills Plat C Amd,54,2007.9,2006,2016,2259.9,1.6,693783.3,0.2,Highland,11996 N CYPRUS DR; 12006 N CYPRUS DR; 12016 N CYPRUS DR
Salt Lake,Villas At Jordan Landing Ph 1 Pud,54,2004.2,2004,2006,1751.4,1.5,576222.2,0.1,West Jordan,3992 W HEIDELBERG LN; 3984 W HEIDELBERG LN; 3976 W HEIDELBERG LN
Salt Lake,Estates At Smith Fields,54,2015.4,2006,2017,1817.0,1.3,699944.3,0.2,Taylorsville,5132 S AUTUMN WOOD LN; 5126 S AUTUMN WOOD LN; 5130 S AUTUMN PARK DR
Salt Lake,Western Springs Ph 4,54,2004.6,2003,2006,1715.5,1.3,603270.4,0.2,Riverton,12857 S GOSHUTE DR; 12867 S GOSHUTE DR; 4686 W SALISH CIR
Salt Lake,Bloomfield Farms Ph 4,54,2005.7,2005,2007,1865.8,1.4,598292.6,0.2,West Jordan,5716 W SWIFT CREEK RD; 5762 W BOULDER CREEK RD; 5742 W BOULDER CREEK RD
Utah,Sage Park Phase A Plat 3,54,2019.9,2019,2020,1769.1,1.2,537314.8,0.2,Eagle Mountain,5123 N BLACKBRUSH DR; 5137 N BLACKBRUSH DR; 5151 N BLACKBRUSH DR
Utah,Harvest Hills Pud Plat I,54,2004.4,2003,2007,1420.1,1.8,463846.3,0.2,Saratoga Springs,1903 N TRELLIS PL; 1903 N TRELLIS PL; 1907 N TRELLIS PL
Utah,Jacobs Ranch Plat G,54,2007.5,2006,2019,2309.1,1.7,682105.7,0.3,Saratoga Springs,252 W SAVAGE AVE; 252 W SAVAGE AVE; 2209 S HUNTER DR
Salt Lake,Independence Village Phase 3,54,2018.1,2018,2019,2296.1,2.0,648513.0,0.1,Bluffdale,918 W ELLSWORTH ST; 914 W ELLSWORTH ST; 908 W ELLSWORTH ST
Salt Lake,Diamond Summit Unit 4,53,2006.9,2005,2014,1703.2,1.2,578613.2,0.2,West Valley City,6213 S HIGH BLUFF DR; 6225 S HIGH BLUFF DR; 6235 S HIGH BLUFF DR
Salt Lake,Daybreak South Station Multi Family #2,53,2018.8,2018,2020,2089.2,3.4,493750.9,0.0,South Jordan,5147 W RAMBUTAN WAY; 5141 W RAMBUTAN WAY; 5133 W RAMBUTAN WAY
Utah,Lone Tree At Circle Five Ranch Plat E,53,2011.9,2008,2020,1809.2,1.8,532273.6,0.3,Eagle Mountain,7792 N WALNUT DR; 7782 N WALNUT DR; 7715 N WEEPING CHERRY LN
Utah,Saddlebrook Ii,53,2001.4,2000,2002,1403.4,1.2,530209.4,0.2,Lehi,1084 W 300 S; 1068 W 300 S; 1050 W 300 S
Salt Lake,Lamplight Vlge At Elk Run,53,2002.1,2000,2004,1435.5,1.4,494388.7,0.2,Magna City,8714 W LAMPLIGHT LN; 8702 W LAMPLIGHT LN; 8692 W LAMPLIGHT LN
Salt Lake,Terrameer Pud Ph 1-D,53,2013.0,2013,2013,1548.5,1.8,466556.6,0.1,Herriman,12416 S ECHOLAND CV; 12424 S ECHOLAND CV; 12432 S ECHOLAND CV
Salt Lake,Village At Naylor Farm,53,2009.2,2006,2014,2431.7,1.5,818818.9,0.3,West Jordan,9101 S NAYLOR FARM DR; 9117 S NAYLOR FARM DR; 9093 S NAYLOR FARM DR
Salt Lake,Andante,53,2004.3,2002,2006,2088.6,1.9,623594.3,0.1,Draper,411 W BRICKER DR; 403 W BRICKER DR; 397 W BRICKER DR
Utah,"Brooksfield Country Estates """"A""""",53,2001.5,2001,2013,1914.8,1.2,802809.4,0.4,Lehi,3093 N 800 E; 781 E 3050 N; 761 E 3050 N
Utah,Cedars At Cedar Hills The Prd Plat J3 Amd,53,2006.5,2004,2019,2173.6,1.8,661562.3,0.2,Cedar Hills,10318 N TAMARACK WAY; 10344 N TAMARACK WAY; 10352 N TAMARACK WAY
Salt Lake,Kennecott Daybreak Vci Multi Family 4a,53,2014.0,2013,2015,1753.6,3.0,456901.9,0.0,South Jordan,4784 W DAYBREAK RIM WAY; 4782 W DAYBREAK RIM WAY; 4776 W DAYBREAK RIM WAY
Utah,Cedars At Cedar Hills The Prd Plat C,53,2004.9,2002,2018,2013.6,1.8,593447.2,0.2,Cedar Hills,10718 N SHINNECOCK; 10707 N CYPRESS; 4101 W CYPRESS
Utah,North Lake Prd Plat G,53,2005.7,2004,2016,1652.3,1.5,478118.9,0.2,Lehi,1779 S 970 W; 1789 S 970 W; 1807 S 970 W
Salt Lake,Ivory Crossing 3 Pud,53,2006.0,2005,2009,2629.7,1.6,912228.3,0.3,South Jordan,3153 W ALPINE CREEK WAY; 11049 S ALTA CREST DR; 11063 S ALTA CREST DR
Utah,Clubview At Ivory Ridge Plat A,53,2008.3,2007,2018,2430.4,1.6,856315.4,0.3,Lehi,334 E CLUBVIEW LN; 352 E CLUBVIEW LN; 372 E CLUBVIEW LN
Utah,Broadview Shores Pud Phase 1,53,2016.8,2016,2019,2001.5,1.4,683226.4,0.2,Provo,1398 N 3250 W; 1408 N 3250 W; 1418 N 3250 W
Salt Lake,Canyonview Park Ph 4,53,2008.3,2007,2013,1627.5,1.1,616043.4,0.2,Riverton,12247 S BLACK CANYON RD; 12259 S BLACK CANYON RD; 12269 S BLACK CANYON RD
Salt Lake,Jones Mdws Ph 1,53,2001.7,2001,2017,2155.1,1.1,881700.0,0.3,South Jordan,3262 W LEWISTON CIR; 3252 W LEWISTON CIR; 3238 W LEWISTON CIR
Salt Lake,Tuscany Est 4 Ph B Pud,53,2004.4,2004,2006,1668.6,1.1,641843.4,0.3,Herriman,12537 S BRUNDISI WAY; 5517 W SONDRIO ST; 5497 W SONDRIO ST
Salt Lake,Legacy Ranch Pl C,53,2006.2,2006,2008,1733.8,1.3,599024.5,0.2,Herriman,4601 W BLACK POWDER DR; 4591 W BLACK POWDER DR; 4583 W BLACK POWDER DR
Utah,Garden The Phase 1,53,2014.8,2014,2016,2280.3,2.0,638496.2,0.1,Vineyard,46 E WATER LN; 56 E WATER LN; 66 E WATER LN
Salt Lake,Muirhouse Phase 1,53,2018.8,2018,2019,1914.7,3.0,437369.8,0.0,Taylorsville,3868 W KINGLASSIE LN; 3864 W KINGLASSIE LN; 3862 W KINGLASSIE LN
Salt Lake,Rosecrest Pl 1 A,52,2000.2,2000,2002,1413.3,1.3,556826.9,0.2,Herriman,5687 W PROSPERO LN; 5675 W PROSPERO LN; 5665 W PROSPERO LN
Salt Lake,Pacific Bay Ph 1,52,2009.8,2007,2013,2468.6,1.4,876975.0,0.3,Bluffdale,14168 S STONE FLY DR; 14196 S STONE FLY DR; 14118 S STONE FLY DR
Utah,Triple Crown Plat A Amd,52,2012.1,2007,2020,3460.2,1.5,1920863.5,1.2,Mapleton,2648 S HIDDEN CANYON DR; 2648 S HIDDEN CANYON DR; 2697 S HIDDEN CANYON DR
Utah,Sweetwater Plat 6,52,2016.4,2016,2017,1291.5,1.3,398759.6,0.1,Eagle Mountain,1585 E TUMWATER LN; 1657 E TUMWATER LN; 1665 E TUMWATER LN
Utah,Stillwater Plat 4,52,2012.5,2007,2020,2189.4,1.7,691286.5,0.2,Saratoga Springs,282 W STILLWATER DR; 294 W STILLWATER DR; 304 W STILLWATER DR
Utah,Canterbury North Plat A,52,2002.7,2001,2017,1586.8,1.2,820009.6,0.3,Highland,6779 W CANTERBURY WAY; 10512 N CANTERBURY PL; 6752 W CANTERBURY WAY
Utah,Sage Park Phase A Plat 1,52,2018.0,2017,2020,1718.0,1.3,527834.6,0.2,Eagle Mountain,4774 N PRIMROSE WAY; 4794 N PRIMROSE WAY; 4810 N PRIMROSE WAY
Utah,Holbrook Farms Plat A Phase 7,52,2017.3,2017,2018,1907.3,1.3,733401.9,0.2,Lehi,3494 W 2550 N; 3472 W 2550 N; 3473 W 2550 N
Salt Lake,Monarch Mdws Ph 3,52,2003.9,2003,2006,1682.2,1.6,557190.4,0.2,Riverton,13634 S SPRING AZURE WAY; 13641 S ADMIRAL DR; 13651 S ADMIRAL DR
